"place_id","name","neighborhood","latitude","longitude","tags","short_description","emoji"
"place_274","Abraço","East Village",40.72736,-73.98616,"{cafe,restaurant,bar}","italian coffee bar","☕"
"place_275","Brooklyn Botanic Garden","Brooklyn",40.66858,-73.96447,"{nature}","botanical garden","🌸"
"place_276","HiLot","Alphabet City",40.72382,-73.97882,"{bar}","70s speakeasy","🍸"
"place_277","Dover Street Market New York","Midtown South",40.74414,-73.98177,"{shop}","fashion emporium","👔"
"place_278","BASEMENT NY","Queens",40.71557,-73.91422,"{night_club}","underground techno","🔊"
"place_279","Cafe Balearica","Brooklyn",40.72111,-73.95654,"{bar,restaurant}","disco bar","💃"
"place_280","Pecking House Prospect Heights","Park Slope",40.67964,-73.97458,"{restaurant}","fusion chicken","🍗"
"place_281","renewfinds","Greenpoint",40.72749,-73.95789,"{shop}","vintage furniture","🪑"
"place_282","Nowon East Village","Alphabet City",40.72536,-73.9833,"{bar,restaurant}","korean-american fusion","🍗"
"place_283","La Dong","Union Square",40.73772,-73.9912,"{restaurant}","vietnamese & cocktails","🍜"
"place_284","Setsugekka East Village","East Village",40.72727,-73.98664,"{shop}","japanese tea house","🍵"
"place_285","Cervo's","Chinatown",40.71486,-73.99134,"{restaurant}","iberian seafood","🦪"
"place_286","Veselka","East Village",40.72902,-73.98711,"{restaurant}","ukrainian diner","🥟"
"place_287","Bad Roman","Columbus Circle",40.76855,-73.98319,"{bar,restaurant}","maximalist italian","🦒"
"place_288","Wiggle Room","East Village",40.72266,-73.98633,"{bar,night_club}","edm nightclub","💫"
"place_289","Isshiki Matcha","East Village",40.72872,-73.98705,"{cafe}","matcha & sushi","🍵"
"place_290","La Mercerie","SoHo",40.72015,-74.00217,"{restaurant,bar}","french bistro & bar","🍷"
"place_291","Times Square","Theater District",40.75797,-73.98554,"{destination}","times square","✨"
"place_292","% Arabica","Brooklyn",40.7026,-73.99416,"{cafe}","bridge view cafe","☕"
"place_293","Joe's Pizza","West Village",40.73066,-74.00217,"{restaurant}","ny pizza","🍕"
"place_294","Mood Ring","Bushwick",40.69785,-73.927,"{bar}","techno house","🪩"
"place_295","Forma Pasta Factory","Greenpoint",40.72379,-73.95152,"{restaurant}","fresh pasta bar","🍝"
"place_296","Thursday Kitchen","East Village",40.72757,-73.98381,"{restaurant}","korean fusion tapas","🌶"
"place_297","Red Hook Tavern","Brooklyn",40.67786,-74.01206,"{restaurant}","burger saloon","🍔"
"place_298","Peter Pan Donut & Pastry Shop","Greenpoint",40.72608,-73.95231,"{bakery,restaurant}","old school donuts","🍩"
"place_299","Happier Grocery","SoHo",40.72129,-74.00408,"{shop}","bougie market & cafe","✨"
"place_300","Grand Central Terminal","Midtown East",40.75271,-73.97723,"{destination}","grand terminal","🚉"
"place_301","Roscioli NYC","SoHo",40.72775,-74.00258,"{restaurant}","roman fine dining","🍝"
"place_302","Swan Room","Chinatown",40.71487,-73.99203,"{bar}","architectural bar","🏛"
"place_303","sendo","Midtown South",40.74796,-73.98893,"{restaurant}","sushi speakeasy","🍣"
"place_304","Gnocchi on 9th","East Village",40.72896,-73.98634,"{restaurant}","takeaway pasta","🍝"
"place_305","Blue Willow 夜来湘","Midtown",40.76292,-73.97653,"{restaurant}","szechuan dim sum","🥟"
"place_306","Leo","Brooklyn",40.71256,-73.95679,"{cafe,bar,restaurant}","pizza & wine","🍷"
"place_307","Smalls Jazz Club","West Village",40.73439,-74.00277,"{night_club,bar}","underground jazz","🎷"
"place_308","Bar Valentina","Lower East Side",40.71792,-73.99051,"{bar}","martini dance bar","🍸"
"place_309","Le Crocodile","Brooklyn",40.72196,-73.95804,"{restaurant}","french bistro","🍷"
"place_310","Madeline's Martini","Alphabet City",40.72633,-73.97754,"{bar}","soul martini bar","🍸"
"place_311","Nubeluz (Ritz-Carlton New York)","NoMad",40.74554,-73.98885,"{restaurant}","rooftop cocktails","🌆"
"place_312","Kimika","Little Italy",40.72055,-73.99518,"{restaurant}","japanese-italian fusion","🍝"
"place_313","Sunday In Brooklyn","Brooklyn",40.7142,-73.96535,"{bar,restaurant}","brunch & pancakes","🥞"
"place_314","Employees Only","West Village",40.73343,-74.00611,"{bar,night_club,restaurant}","hidden speakeasy","🥃"
"place_315","Gong Gan","Queens",40.76073,-73.83305,"{bakery,cafe,bar,restaurant}","avant-garde desserts","🍰"
"place_316","Early Terrible New York City","Lower East Side",40.71863,-73.99244,"{restaurant,night_club,bar}","croatian disco","💃"
"place_317","Bryant Park","Midtown South",40.75354,-73.98295,"{nature}","public garden","🌳"
"place_318","Wenwen","Greenpoint",40.73399,-73.95516,"{restaurant}","taiwanese comfort","🥢"
"place_319","TIME AGAIN","Chinatown",40.71573,-73.99405,"{bar}","oyster martini bar","🍸"
"place_320","Dinner Party","Brooklyn",40.69004,-73.96544,"{restaurant}","rotating prix fixe","🍽"
"place_321","Bibble & Sip","Theater District",40.76284,-73.98518,"{bakery,cafe}","alpaca bakery cafe","🦙"
"place_322","Kopitiam","Chinatown",40.7138,-73.99091,"{cafe,restaurant}","malaysian cafe","🥥"
"place_323","Sailor","Fort Greene",40.68938,-73.97031,"{restaurant}","french bistro","🥖"
"place_324","FLOATING MOUNTAIN Tea House |2nd FLOOR|","Upper West Side",40.77942,-73.98293,"{destination}","chinese tea house","🍵"
"place_325","Somewhere Nowhere NYC - Lounge, Nightclub & Rooftop Pool","Chelsea District",40.74432,-73.9927,"{night_club,bar,restaurant}","rooftop disco","💫"
"place_326","StEight(behind KUNIYA HAIR)","Lower East Side",40.71822,-73.99175,"{bar}","sake speakeasy","🍶"
"place_327","As you like","Brooklyn",40.71659,-73.94276,"{cafe}","japanese cafe","🍵"
"place_328","Skin Contact","Lower East Side",40.71769,-73.99023,"{bar}","natural wine bar","🍷"
"place_329","Ha’s Snack Bar",,40.71855,-73.99219,"{restaurant}","viet-french fusion","🥖"
"place_330","Kobrick Coffee Co.","Meatpacking District",40.74027,-74.00558,"{bar,cafe}","coffee to cocktails","🌿"
"place_331","Au Cheval","Chinatown",40.71812,-74.00196,"{restaurant}","elevated burgers","🍔"
"place_332","cha &","Chinatown",40.71661,-73.98941,"{cafe}","tea & pastries","🫖"
"place_333","ENLY","Little Italy",40.72253,-73.99547,"{cafe}","coffee & matcha","☕"
"place_334","The Met Cloisters","Fort George",40.86486,-73.93173,"{culture}","medieval art museum","🏰"
"place_335","Fig. 19","Lower East Side",40.71955,-73.99366,"{bar}","gallery speakeasy","🍸"
"place_336","Cherry on Top","Bushwick",40.70488,-73.92131,"{bar}","rooftop wine","🍷"
"place_337","Sappe","West Village",40.73914,-74.0018,"{restaurant}","modern thai","🌶"
"place_338","Bungalow","East Village",40.72367,-73.98797,"{restaurant}","modern indian","🍛"
"place_339","Westlight","Brooklyn",40.7223,-73.95654,"{bar}","rooftop cocktails","🌆"
"place_340","ATOMIX","Rose Hill",40.74423,-73.98285,"{restaurant}","korean tasting menu","🍶"
"place_341","Gabriela","Brooklyn",40.72179,-73.95839,"{bar}","disco club","💃"
"place_342","With Others","Brooklyn",40.71284,-73.96263,"{bar}","wine & bites","🍷"
"place_343","Café Kitsuné West Village","West Village",40.73507,-74.0058,"{cafe,bar}","coffee & wine","☕"
"place_344","Roberta's","Brooklyn",40.70506,-73.93358,"{restaurant}","pizza & tiki bar","🍕"
"place_345","Sauced","East Village",40.72545,-73.99026,"{bar,restaurant}","wine & pole dancing","🍷"
"place_346","Prospect Park","Brooklyn",40.6602,-73.96896,"{nature}","urban park","🌳"
"place_347","Claud","East Village",40.73086,-73.98968,"{restaurant}","french american wine","🍷"
"place_348","Washington Square Park","Greenwich Village",40.73088,-73.99733,"{nature}","park & fountain","🌳"
"place_349","Una Pizza Napoletana","Lower East Side",40.72176,-73.98862,"{restaurant}","neapolitan pizza","🍕"
"place_350","Ceres",,40.71972,-73.99606,"{restaurant}","modern pizza","🍕"
"place_351","L Train Vintage","East Village",40.73018,-73.98313,"{shop}","vintage denim","👖"
"place_352","Butler Bakeshop & Espresso Bar","Little Italy",40.72008,-73.99885,"{cafe,bakery}","work-friendly cafe","💻"
"place_353","Dialogue Coffee & Flowers","Lower East Side",40.72196,-73.98875,"{cafe}","floral cafe","🌸"
"place_354","Colonia Verde","Fort Greene",40.6897,-73.97072,"{restaurant,bar}","latin greenhouse","🌺"
"place_355","Front General Store","Brooklyn",40.70255,-73.98728,"{shop}","japanese vintage","👘"
"place_356","In Sheep's Clothing NYC","Hudson Square",40.72766,-74.00678,"{bar}","listening bar","🎧"
"place_357","David Zwirner","Chelsea District",40.74587,-74.00699,"{culture}","contemporary gallery","🎨"
"place_358","Ichiran","Chelsea District",40.74827,-73.99071,"{restaurant}","tonkotsu ramen","🍜"
"place_359","KazuNori: The Original Hand Roll Bar","NoMad",40.74519,-73.98824,"{restaurant}","hand roll bar","🍱"
"place_360","The Polo Bar","Midtown East",40.76155,-73.9744,"{restaurant}","american bistro","🍸"
"place_361","Gilder Center for Science, Education, and Innovation","Upper West Side",40.78163,-73.97443,"{culture}","natural history museum","🦕"
"place_362","Aimé Leon Dore","Little Italy",40.7223,-73.9959,"{shop}","menswear & accessories","👔"
"place_363","NR","Lenox Hill",40.77012,-73.95497,"{restaurant}","ramen & cocktails","🍶"
"place_364","LAOBRA STUDIO","Brooklyn",40.70962,-73.92283,"{destination}","creative workspace","💻"
"place_365","Devoción","Downtown Brooklyn",40.68856,-73.98346,"{cafe}","colombian coffee","🌿"
"place_366","Bernie’s","Greenpoint",40.72193,-73.95059,"{restaurant}","american tavern","🍸"
"place_367","Levain Bakery – Original Location, 74th St, NYC","Upper West Side",40.77996,-73.9803,"{bakery}","gooey cookie bakery","🍪"
"place_368","Rhodora Wine Bar","Fort Greene",40.69173,-73.97142,"{bar}","natural wine bar","🍷"
"place_369","Bánh by Lauren","Two Bridges",40.71224,-73.99423,"{bakery,cafe}","asian bakery","🥮"
"place_370","Not As Bitter","East Village",40.72904,-73.98482,"{cafe}","asian coffee","🫖"
"place_371","Bakeri","Brooklyn",40.72002,-73.96012,"{bakery}","scandi bakery","🥖"
"place_372","CAFE 2BY2","East Village",40.73087,-73.98995,"{restaurant}","asian desserts","🍰"
"place_373","Kind Regards","Lower East Side",40.72083,-73.98781,"{bar}","cocktail & disco bar","💃"
"place_374","Balthazar","SoHo",40.72267,-73.99823,"{bakery,restaurant}","french bistro","🥖"
"place_375","Shuka","SoHo",40.72706,-74.00279,"{restaurant}","mediterranean brunch","🌺"
"place_376","KIJITORA East","Brooklyn",40.71336,-73.94441,"{cafe}","cat cafe japan","🐱"
"place_377","Tompkins Square Bagels","East Village",40.72823,-73.98229,"{bakery}","hand-rolled bagels","🥯"
"place_378","Spot Dessert Bar","East Village",40.7294,-73.98893,"{cafe,bakery,restaurant}","asian desserts","🍰"
"place_379","No Standing NYC","Hudson Square",40.72646,-73.99937,"{shop}","vintage designer","👜"
"place_380","The Campbell","Midtown East",40.75261,-73.97782,"{bar,night_club}","jazz speakeasy","🎷"
"place_381","Housing Works Bookstore","SoHo",40.7246,-73.99658,"{book_store,shop}","books & coffee","📚"
"place_382","Flipper's","SoHo",40.72243,-74.00353,"{restaurant}","soufflé pancakes","🥞"
"place_383","The Lot Radio","Greenpoint",40.72279,-73.95407,"{bar,cafe}","music & drinks","🎧"
"place_384","Le Coucou","SoHo",40.71912,-74.00019,"{restaurant}","french fine dining","🍷"
"place_385","Bar Belly","Chinatown",40.71514,-73.99164,"{bar,restaurant}","oyster & jazz","🎷"
"place_386","Doris","Brooklyn",40.68133,-73.95737,"{bar}","disco cocktails","🎵"
"place_387","House of Yes","Bushwick",40.7068,-73.9236,"{night_club,bar}","circus cabaret","🎪"
"place_388","BCD Tofu House","Koreatown",40.74755,-73.98606,"{restaurant}","korean comfort food","🥘"
"place_389","Dae","Brooklyn",40.67861,-73.99577,"{cafe,bar}","korean cafe & tea","🫖"
"place_390","BEEPUBLIC","Brooklyn",40.7025,-73.98631,"{bar,cafe,restaurant}","laptop cafe","💻"
"place_391","Postcard","West Village",40.73026,-74.00315,"{bakery}","japanese bakery","🍡"
"place_392","The Mandarin",,40.71238,-73.9947,"{cafe}","cozy cafe","☕"
"place_393","Okiboru House of Tsukemen","Lower East Side",40.71939,-73.9897,"{restaurant}","tsukemen ramen","🍜"
"place_394","Gather","Chinatown",40.71659,-73.99076,"{cafe,bar,restaurant}","cafe to wine bar","🍷"
"place_395","Fellini Cucina","West Village",40.7359,-74.00171,"{restaurant}","coffee & wine","☕"
"place_396","Minetta Tavern","Greenwich Village",40.72999,-74.0007,"{bar,restaurant}","dry-aged burgers","🍔"
"place_397","Hide & Seek","Greenpoint",40.72299,-73.95048,"{cafe,bar}","coffee to cocktails","☕"
"place_398","% Arabica New York Nolita","Little Italy",40.72251,-73.99382,"{cafe}","coffee & pastries","☕"
"place_399","12 Chairs Cafe","SoHo",40.72753,-74.00229,"{restaurant}","middle eastern brunch","🫓"
"place_400","The Dead Rabbit","Financial District",40.70327,-74.01102,"{bar,restaurant}","irish pub","🍺"
"place_401","Three Lives & Company","West Village",40.73439,-74.00154,"{book_store,shop}","curated books","📚"
"place_402","Death & Co East Village","East Village",40.72592,-73.98465,"{bar,restaurant}","speakeasy lounge","🍸"
"place_403","Stone Street Café","Little Italy",40.72013,-73.99657,"{bakery,cafe,restaurant}","parisian cafe","☕"
"place_404","Elizabeth Street Garden","Little Italy",40.72219,-73.99461,"{nature,culture}","garden sanctuary","🌳"
"place_405","Oiji Mi","Chelsea",40.73967,-73.99248,"{restaurant}","korean fusion","🥢"
"place_406","Nami Nori Williamsburg","Brooklyn",40.7191,-73.95287,"{restaurant}","sushi counter","🍣"
"place_407","Paulie Gee's Slice Shop","Greenpoint",40.72836,-73.95718,"{restaurant}","retro pizza","🍕"
"place_408","Argosy Book Store","Midtown East",40.76248,-73.9692,"{book_store,culture,shop}","rare books","📚"
"place_409","Lafayette Grand Café & Bakery","NoHo",40.72759,-73.9937,"{bakery,restaurant}","french brasserie","🥐"
"place_410","Jongro BBQ","Koreatown",40.74759,-73.98691,"{restaurant}","late night kbbq","🥩"
"place_411","CHELI MANHATTAN 浙里","East Village",40.72919,-73.98871,"{restaurant}","shanghainese dining","🥟"
"place_412","LaRina Pastificio & Vino","Fort Greene",40.69329,-73.97042,"{restaurant}","handmade pasta","🍝"
"place_413","ELOREA","Little Italy",40.72198,-73.99594,"{shop}","korean perfumery","🌸"
"place_414","Verlaine","Lower East Side",40.72008,-73.98779,"{bar,night_club,restaurant}","asian tapas & drinks","🍸"
"place_415","Petit Chou","East Village",40.73111,-73.98308,"{bakery}","french bakery","🥖"
"place_416","Rockefeller Center","Midtown",40.75874,-73.97867,"{destination}","rockefeller center","🗽"
"place_417","Larry's Ca Phe","Brooklyn",40.71748,-73.94119,"{cafe}","vietnamese cafe","🧋"
"place_418","ANDO patisserie","East Village",40.72933,-73.98596,"{cafe,bakery,restaurant}","asian desserts","🍮"
"place_419","Qahwah House","Brooklyn",40.71858,-73.95719,"{cafe}","yemeni coffee","☕"
"place_420","The Red Pavilion","Bushwick",40.70834,-73.9234,"{night_club,bar}","jazz dim sum","🎷"
"place_421","Ess-a-Bagel","Turtle Bay",40.75618,-73.9702,"{bakery,restaurant}","bagel cafe","🥯"
"place_422","Cure Thrift","East Village",40.73214,-73.98781,"{shop}","thrift treasures","🎪"
"place_423","Apotheke NoMad","NoMad",40.74404,-73.98923,"{bar,night_club,restaurant}","hidden speakeasy","🧪"
"place_424","Brooklyn Flea","Brooklyn",40.70344,-73.98783,"{destination}","flea market","🏪"
"place_425","NONONO","Midtown South",40.74543,-73.9849,"{restaurant}","japanese izakaya","🏮"
"place_426","dear friend books","Brooklyn",40.68603,-73.94417,"{book_store,shop}","books and wine","📚"
"place_427","The Chai Spot","Little Italy",40.71946,-73.99616,"{cafe}","chai house","☕"
"place_428","Gramercy Tavern","Gramercy",40.73846,-73.98851,"{restaurant,bar}","farm-to-table tavern","🍽"
"place_429","The Corner Store","SoHo",40.72657,-73.99984,"{restaurant}","american seafood","🦪"
"place_430","Ceremonia Bakeshop","Brooklyn",40.71244,-73.96051,"{bakery,cafe}","bakery & cafe","🥖"
"place_431","Tsumo Omakase","Kips Bay",40.74234,-73.98224,"{restaurant}","affordable omakase","🍣"
"place_432","Lion's Milk","Brooklyn",40.71593,-73.95581,"{cafe,bar}","turkish cafe","☕"
"place_433","ÅLAND","Brooklyn",40.71772,-73.96216,"{shop}","korean fashion & beauty","👗"
"place_434","Empire State Building","Midtown South",40.74844,-73.98566,"{culture}","art deco observatory","🗽"
"place_435","abcV","Gramercy",40.73798,-73.98928,"{bar,restaurant}","veg tasting menu","🌿"
"place_436","6BC Botanical Garden","Alphabet City",40.72382,-73.98071,"{nature}","garden cafe","🌿"
"place_437","Jefferson Market Library","West Village",40.73459,-73.99922,"{culture}","historic library","📚"
"place_438","Superiority Burger","East Village",40.72648,-73.98351,"{restaurant}","veggie diner","🌱"
"place_439","APPARATUS","Chelsea District",40.74753,-73.99079,"{shop}","lighting & furniture","💡"
"place_440","The Stranger","Columbus Circle",40.76715,-73.98349,"{night_club}","house labyrinth","🕺"
"place_441","Playground","Brooklyn",40.68662,-73.95477,"{cafe,book_store,bar}","cafe & wine bar","📚"
"place_442","Jack's Wife Freda","SoHo",40.72217,-73.99746,"{restaurant}","mediterranean bistro","🫒"
"place_443","Raines Law Room Chelsea","Chelsea",40.73871,-73.9946,"{bar}","speakeasy","🥃"
"place_444","AIRE Ancient Baths New York · Tribeca","Tribeca",40.71815,-74.00482,"{selfcare}","thermal spa","🧖"
"place_445","Stavros Niarchos Foundation Library","Midtown South",40.7519,-73.98184,"{culture}","rooftop library","📚"
"place_446","A Pasta Bar","SoHo",40.72237,-74.00399,"{restaurant}","pasta bar","🍝"
"place_447","Sogno Toscano Market & Wine Bar","West Village",40.73587,-74.00192,"{restaurant,cafe}","italian deli & wine","🍷"
"place_448","Sake No Hana","Lower East Side",40.71913,-73.99415,"{restaurant}","upscale sushi","🍣"
"place_449","LunÀtico","Brooklyn",40.6834,-73.93469,"{bar,restaurant}","live music & tapas","🎵"
"place_450","Café China","Midtown South",40.75157,-73.98582,"{restaurant}","sichuan & shanghai","🌶"
"place_451","Llama San","West Village",40.73227,-74.00083,"{restaurant}","nikkei fusion","🍣"
"place_452","Panorama Room","Manhattan",40.75635,-73.95561,"{night_club,bar}","rooftop lounge","🌃"
"place_453","JG Melon","Lenox Hill",40.77107,-73.95933,"{bar,restaurant}","neighborhood pub","🍺"
"place_454","Dhamaka","Lower East Side",40.71824,-73.98799,"{restaurant}","north indian","🍛"
"place_455","Take 31","Midtown South",40.74628,-73.98482,"{restaurant}","korean comfort food","🍲"
"place_456","Zinc Bar","Greenwich Village",40.72967,-73.99899,"{bar,night_club}","underground jazz","🎷"
"place_457","Izakaya MEW","Midtown South",40.75016,-73.98625,"{restaurant}","underground izakaya","🏮"
"place_458","Alligator Lounge","Brooklyn",40.71398,-73.94896,"{bar,restaurant}","dive karaoke","🎤"
"place_459","Chongqing Lao Zao 重慶老灶","Queens",40.76067,-73.83302,"{restaurant}","chongqing hotpot","🥘"
"place_460","Leon's Bagels","Greenwich Village",40.72769,-74.00046,"{bakery}","bagel window","🥯"
"place_461","JAMES VELORIA","Chinatown",40.71365,-73.99414,"{shop}","designer vintage","👗"
"place_462","Cafe Zaffri",,40.73676,-73.99189,"{restaurant}","levantine dining","🕌"
"place_463","Olmsted","Brooklyn",40.67716,-73.96878,"{restaurant}","garden-to-table","🌾"
"place_464","Okiboru House of Udon","East Village",40.72813,-73.98753,"{restaurant}","udon & tempura","🍜"
"place_465","Drawing Room: Your creative third space","Chelsea District",40.74938,-73.99402,"{cafe,night_club,bar}","art studio cafe","🎨"
"place_466","Ladurée","SoHo",40.72431,-74.00251,"{bakery,cafe,nature,restaurant}","french patisserie","🥐"
"place_467","John's of Bleecker Street","West Village",40.73162,-74.00345,"{restaurant}","brick-oven pizza","🍕"
"place_468","Comedy Cellar","Greenwich Village",40.7302,-74.00056,"{destination}","comedy club","🎭"
"place_469","Printed Matter, Inc.","Chelsea District",40.7507,-74.00593,"{book_store,culture,shop}","indie bookstore","📚"
"place_470","VIRGO New York","Lower East Side",40.71725,-73.99033,"{night_club}","nightclub + fuzzy room","🕺"
"place_471","Frenchette","Tribeca",40.71962,-74.00569,"{restaurant}","french bistro","🍷"
"place_472","8282","Lower East Side",40.72167,-73.98878,"{restaurant}","korean tapas","🌶"
"place_473","Jupiter Disco","Bushwick",40.70817,-73.92355,"{bar,night_club}","space disco","🛸"
"place_474","Urbana Cafe and Gallery","Chelsea District",40.74502,-74.00585,"{cafe}","art cafe","🎨"
"place_475","Taco Mahal","West Village",40.73232,-74.00331,"{restaurant}","indian-mex fusion","🌮"
"place_476","Urban Jungle","Bushwick",40.70498,-73.92967,"{shop}","thrift warehouse","👕"
"place_477","Anaïs","Boerum Hill",40.68485,-73.98611,"{bar}","wine & tinned fish","🍷"
"place_478","1915 Lanzhou Hand Pulled Noodles","Kips Bay",40.74064,-73.98123,"{restaurant}","hand-pulled noodles","🍜"
"place_479","SUKH","Fort Greene",40.68725,-73.97637,"{restaurant}","vintage thai","🚂"
"place_480","THE ELK","West Village",40.73415,-74.0075,"{cafe,restaurant}","cafe & provisions","☕"
"place_481","Chez Ma Tante","Greenpoint",40.72692,-73.9576,"{restaurant}","canadian brunch","🍁"
"place_482","Jacob's Pickles","Upper West Side",40.78665,-73.97553,"{bar,restaurant}","southern comfort","🍗"
"place_483","senti senti","Brooklyn",40.71251,-73.95214,"{shop}","k-beauty","💄"
"place_484","Dudleys","Lower East Side",40.71807,-73.99044,"{restaurant}","aussie brunch & drinks","🥂"
"place_485","BrownstoneJAZZ","Brooklyn",40.68158,-73.94699,"{destination}","live jazz bar","🎷"
"place_486","THISBOWL","NoHo",40.72642,-73.99499,"{restaurant}","asian rice bowls","🥗"
"place_487","Edith’s Sandwich Counter","Brooklyn",40.71171,-73.94917,"{restaurant}","jewish deli","🥯"
"place_488","Chez Fifi",,40.7717,-73.96156,"{restaurant}","french bistro","🍷"
"place_489","Studio Calmplex",,40.75551,-73.96944,"{shop}","pottery & tea studio","🫖"
"place_490","La Caverna","Lower East Side",40.71981,-73.98718,"{night_club,bar,restaurant}","hookah dance club","💨"
"place_491","Bar Moga","Greenwich Village",40.72782,-74.00109,"{bar,restaurant}","japanese cocktails","🍶"
"place_492","The Beekman, A Thompson Hotel, by Hyatt","Financial District",40.71121,-74.0069,"{lodging}","historic atrium hotel","🏨"
"place_493","Molasses Books","Bushwick",40.70062,-73.92376,"{book_store,bar,cafe}","books & brews","📚"
"place_494","BUDDIES COFFEE","Brooklyn",40.71465,-73.96229,"{cafe}","puerto rican cafe","☕"
"place_495","The Woo Woo","Theater District",40.76008,-73.98727,"{bar}","80s speakeasy","🎭"
"place_496","Desert Vintage","Chinatown",40.71575,-73.99129,"{shop}","designer vintage","👗"
"place_497","Manhatta","Financial District",40.708,-74.00888,"{restaurant,bar}","sky-high french","🗽"
"place_498","Hani’s bakery + café",,40.7291,-73.98994,"{bakery}","creative desserts","🧁"
"place_499","Son del North","Lower East Side",40.72181,-73.98854,"{restaurant}","mexican burritos","🌯"
"place_500","Winona's","Brooklyn",40.70009,-73.94581,"{restaurant}","seasonal american","🍽"
"place_501","Villager","Brooklyn",40.67197,-73.96098,"{cafe}","multi-roaster cafe","☕"
"place_502","Seven Wonders Collective (Williamsburg)","Brooklyn",40.71423,-73.96016,"{shop}","curated vintage","👗"
"place_503","Cooper Hewitt, Smithsonian Design Museum","Carnegie Hill",40.7844,-73.95787,"{culture}","design museum","🎨"
"place_504","Cueva","West Village",40.73336,-74.00379,"{shop}","global fashion","👔"
"place_505","Tin Building by Jean-Georges","Financial District",40.7062,-74.00227,"{destination}","food hall & market","🏛"
"place_506","Eataly NYC Flatiron","Flatiron District",40.74205,-73.99008,"{cafe,restaurant}","italian marketplace","🇮"
"place_507","Olle","Midtown South",40.74575,-73.98542,"{restaurant}","korean cold noodles","🍜"
"place_508","Jin Mei Dumpling","Chinatown",40.71294,-73.99657,"{restaurant}","cheap dumplings","🥟"
"place_509","Hamburger America","SoHo",40.72801,-74.00258,"{restaurant}","retro burger diner","🍔"
"place_510","Awoke Vintage Brooklyn","Brooklyn",40.71671,-73.95931,"{shop}","vintage threads","👕"
"place_511","Bar Pitti","Greenwich Village",40.72902,-74.00213,"{restaurant}","italian trattoria","🍝"
"place_512","Hard to Explain","East Village",40.72913,-73.9856,"{bar}","tokyo speakeasy","🍶"
"place_513","Ugly Baby","Brooklyn",40.67796,-73.9961,"{restaurant}","regional thai","🌶"
"place_514","Little Grenjai","Brooklyn",40.68669,-73.94785,"{cafe,restaurant}","thai-american fusion","🌶"
"place_515","The Hungarian Pastry Shop","Morningside Heights",40.80358,-73.96369,"{bakery,cafe}","hungarian bakery","🥨"
"place_516","Chalong NYC","Hell's Kitchen",40.76396,-73.98899,"{restaurant}","southern thai","🌶"
"place_517","Llama Inn","Brooklyn",40.71664,-73.95057,"{bar,restaurant}","peruvian fusion","🍹"
"place_518","La Cabra","Bushwick",40.7065,-73.92094,"{bakery,cafe}","coffee roastery","☕"
"place_519","Xi'an Famous Foods 西安名吃 | Chelsea","Chelsea District",40.74016,-74.00192,"{restaurant}","chinese noodle house","🍜"
"place_520","Hana Makgeolli Brewery & Tasting Room","Greenpoint",40.73642,-73.95152,"{bar}","korean rice wine","🍶"
"place_521","Rowdy Rooster - East Village","East Village",40.72845,-73.98501,"{restaurant}","indian fried chicken","🍗"
"place_522","Temperance","West Village",40.72993,-74.00316,"{bar}","wine garden","🍷"
"place_523","Yoseka Stationery","Greenpoint",40.72851,-73.95916,"{shop}","stationery & ink","✒"
"place_524","Raf's","NoHo",40.72468,-73.99314,"{restaurant,bakery}","french-italian fusion","🍝"
"place_525","Soju Haus","Midtown South",40.74698,-73.98544,"{bar,restaurant}","korean pocha","🍶"
"place_526","The Tyger","Little Italy",40.7189,-73.99944,"{restaurant}","asian fusion","🥢"
"place_527","Café Chelsea","Chelsea District",40.7443,-73.99673,"{bar,cafe,restaurant}","french bistro","🍷"
"place_528","Joe's Pizza Broadway","Theater District",40.75468,-73.98703,"{restaurant}","ny pizza slices","🍕"
"place_529","Fishs Eddy","Chelsea",40.73868,-73.99008,"{shop}","kitchenware","🍽"
"place_530","ilili Restaurant","NoMad",40.74439,-73.98776,"{bar,restaurant}","modern lebanese","🥙"
"place_531","haricot vert's dreamworld","Brooklyn",40.71554,-73.96195,"{cafe}","jewelry & crafts","💎"
"place_532","Brooklyn Bridge Park","Brooklyn",40.70224,-73.99586,"{nature}","waterfront park","🌊"
"place_533","Lara Koleji","Lower East Side",40.71749,-73.99033,"{shop}","designer vintage","👗"
"place_534","Komune","Lower East Side",40.71827,-73.99002,"{shop}","emerging designers","👗"
"place_535","Goods For The Study West Village","Greenwich Village",40.73315,-73.99878,"{shop}","stationery & cards","✉"
"place_536","Absolute Bagels","Bloomingdale",40.80251,-73.96741,"{bakery}","fresh bagels","🥯"
"place_537","The Lost Draft","Little Italy",40.72084,-73.99722,"{cafe}","work cafe","💻"
"place_538","LOS TACOS No.1","NoHo",40.72629,-73.99458,"{restaurant}","street tacos","🌮"
"place_539","Blue Note","Greenwich Village",40.73091,-74.00066,"{night_club,bar,restaurant}","jazz club","🎷"
"place_540","Mr. Purple","Lower East Side",40.72174,-73.9881,"{bar,night_club}","rooftop lounge","🌆"
"place_541","Seven Grams Caffe","NoMad",40.74397,-73.9859,"{cafe}","korean cafe","☕"
"place_542","Gnoccheria East Village","Alphabet City",40.72339,-73.98303,"{restaurant}","gnocchi & wine","🍝"
"place_543","Cafe Mogador","East Village",40.72743,-73.98431,"{bar,restaurant}","moroccan cafe","🕌"
